genesym	ensid	essentiality
DMAP1	ENSG00000178028	79.69
MTOR	ENSG00000198793	79.69
PSMC2	ENSG00000161057	79.69
SKP1	ENSG00000113558	79.69
UBA2	ENSG00000126261	79.69
DDX21	ENSG00000165732	79.38
DDX46	ENSG00000145833	79.38
HSPA8	ENSG00000109971	79.38
MED22	ENSG00000148297	79.38
NOC2L	ENSG00000188976	79.38
RINT1	ENSG00000135249	79.38
COPS6	ENSG00000168090	79.08
TRIM49D1	ENSG00000223417	79.08
FAU	ENSG00000149806	78.77
HARS	ENSG00000170445	78.77
POLR3E	ENSG00000058600	78.77
TARDBP	ENSG00000120948	78.77
USP17L5	ENSG00000227140	78.77
DIMT1	ENSG00000086189	78.46
EIF5A	ENSG00000132507	78.46
PPP1R12A	ENSG00000058272	78.46
RBM39	ENSG00000131051	78.46
RNPC3	ENSG00000185946	78.46
RPAP2	ENSG00000122484	78.46
RRP15	ENSG00000067533	78.46
TAF1B	ENSG00000115750	78.46
TUBGCP5	ENSG00000275835	78.46
ALDOA	ENSG00000149925	78.15
CHCHD4	ENSG00000163528	78.15
FAM96B	ENSG00000166595	78.15
LSG1	ENSG00000041802	78.15
MED21	ENSG00000152944	78.15
PNO1	ENSG00000115946	78.15
SRP9	ENSG00000143742	78.15
UTP6	ENSG00000108651	78.15
CAPZB	ENSG00000077549	77.85
CLSPN	ENSG00000092853	77.85
FNTA	ENSG00000168522	77.85
NCL	ENSG00000115053	77.85
POP4	ENSG00000105171	77.85
RNF20	ENSG00000155827	77.85
TAF6	ENSG00000106290	77.85
NLE1	ENSG00000073536	77.54
NOL9	ENSG00000162408	77.54
POLA1	ENSG00000101868	77.54
PPP4C	ENSG00000149923	77.54
RPS10	ENSG00000124614	77.54
RUVBL1	ENSG00000175792	77.54
SAE1	ENSG00000142230	77.54
ATP6V1H	ENSG00000047249	77.23
KRTAP5-11	ENSG00000204571	77.23
NOL7	ENSG00000225921	77.23
NUP88	ENSG00000108559	77.23
PNN	ENSG00000100941	77.23
RAD17	ENSG00000152942	77.23
RFC2	ENSG00000049541	77.23
ATR	ENSG00000175054	76.92
DDX49	ENSG00000105671	76.92
DHFR	ENSG00000228716	76.92
GGPS1	ENSG00000152904	76.92
IMP4	ENSG00000136718	76.92
PMPCB	ENSG00000105819	76.92
RAC1	ENSG00000136238	76.92
RBBP8	ENSG00000101773	76.92
TXN	ENSG00000136810	76.92
ABCF1	ENSG00000204574	76.62
DNAJA3	ENSG00000103423	76.62
MIS12	ENSG00000167842	76.62
PRPF18	ENSG00000165630	76.62
PTPN11	ENSG00000179295	76.62
SYF2	ENSG00000117614	76.62
THOC1	ENSG00000079134	76.62
DNM2	ENSG00000079805	76.31
HAUS8	ENSG00000131351	76.31
ISY1	ENSG00000240682	76.31
MCRS1	ENSG00000187778	76.31
NUP205	ENSG00000155561	76.31
SKA1	ENSG00000154839	76.31
ANAPC11	ENSG00000141552	76.00
GNL3L	ENSG00000130119	76.00
HIST3H3	ENSG00000168148	76.00
NCAPH	ENSG00000121152	76.00
PDCD11	ENSG00000148843	76.00
PPP1R11	ENSG00000204619	76.00
RAD21	ENSG00000164754	76.00
IPO11	ENSG00000086200	75.69
NAA10	ENSG00000102030	75.69
RBMXL1	ENSG00000213516	75.69
RPF1	ENSG00000117133	75.69
TPX2	ENSG00000088325	75.69
ABT1	ENSG00000146109	75.38
CASC5		75.38
CNOT3	ENSG00000088038	75.38
CSNK1A1	ENSG00000113712	75.38
HMGCR	ENSG00000113161	75.38
NDUFB3	ENSG00000119013	75.38
PDPK1	ENSG00000140992	75.38
TBL3	ENSG00000183751	75.38
ZNF335	ENSG00000198026	75.38
ELAC2	ENSG00000006744	75.08
GTF2F2	ENSG00000188342	75.08
GUK1	ENSG00000143774	75.08
SEH1L	ENSG00000085415	75.08
SHFM1	ENSG00000127922	75.08
WDR18	ENSG00000065268	75.08
ZNF407	ENSG00000215421	75.08
GOSR2	ENSG00000108433	74.77
TBCD	ENSG00000141556	74.77
USP5	ENSG00000111667	74.77
WDR77	ENSG00000116455	74.77
COPS4	ENSG00000138663	74.46
DUXA	ENSG00000258873	74.46
GTF3C2	ENSG00000115207	74.46
HIST2H3C	ENSG00000203811	74.46
LIN52	ENSG00000205659	74.46
TAF1	ENSG00000147133	74.46
EIF3M	ENSG00000149100	74.15
GTF2A1	ENSG00000165417	74.15
IPO13	ENSG00000117408	74.15
SETD1A	ENSG00000099381	74.15
EIF3G	ENSG00000130811	73.85
KIF18A	ENSG00000121621	73.85
SLC35B1	ENSG00000121073	73.85
SMC3	ENSG00000108055	73.85
SMNDC1	ENSG00000119953	73.85
TTK	ENSG00000112742	73.85
DPH3	ENSG00000154813	73.54
SAMM50	ENSG00000100347	73.54
SDHC	ENSG00000143252	73.54
SRP68	ENSG00000167881	73.54
TAF10	ENSG00000166337	73.54
AATF	ENSG00000275700	73.23
EFTUD1		73.23
POLR1A	ENSG00000068654	73.23
ZNF207	ENSG00000010244	73.23
HJURP	ENSG00000123485	72.92
NGDN	ENSG00000129460	72.92
NUDC	ENSG00000090273	72.92
NUP98	ENSG00000110713	72.92
PPP2R1A	ENSG00000105568	72.92
SMC6	ENSG00000163029	72.92
UBE2L3	ENSG00000185651	72.92
UBE2M	ENSG00000130725	72.92
ZBTB8OS	ENSG00000176261	72.92
EIF3E	ENSG00000104408	72.62
MT1E	ENSG00000169715	72.62
NOL12	ENSG00000273899	72.62
SSB	ENSG00000138385	72.62
CCDC59	ENSG00000133773	72.31
ENY2	ENSG00000120533	72.31
GABPA	ENSG00000154727	72.31
GPN3	ENSG00000111231	72.31
TP53RK	ENSG00000172315	72.31
ATP6V1C1	ENSG00000155097	72.00
BOP1	ENSG00000261236	72.00
CINP	ENSG00000100865	72.00
CTR9	ENSG00000198730	72.00
DCTN2	ENSG00000175203	72.00
EXOSC8	ENSG00000120699	72.00
GTF2H2C	ENSG00000183474	72.00
PGGT1B	ENSG00000164219	72.00
TMEM183A	ENSG00000163444	72.00
GINS3	ENSG00000181938	71.69
TINF2	ENSG00000092330	71.69
TMA16	ENSG00000198498	71.69
UBAP1	ENSG00000165006	71.69
CTNNBL1	ENSG00000132792	71.38
OPA1	ENSG00000198836	71.38
PSMD4	ENSG00000159352	71.38
CDC26	ENSG00000176386	71.08
DENR	ENSG00000139726	71.08
EEF1B2	ENSG00000114942	71.08
TXNL4B	ENSG00000140830	71.08
XPO1	ENSG00000082898	71.08
ZNHIT2	ENSG00000174276	71.08
BCCIP	ENSG00000107949	70.77
SLC9B1	ENSG00000164037	70.77
TIMM44	ENSG00000104980	70.77
HIST1H2AL	ENSG00000276903	70.46
MED7	ENSG00000155868	70.46
PPP1R10	ENSG00000204569	70.46
ARMC7	ENSG00000125449	70.15
BRD4	ENSG00000141867	70.15
EWSR1	ENSG00000182944	70.15
POP7	ENSG00000172336	70.15
PPP1R8	ENSG00000117751	70.15
PSMD7	ENSG00000103035	70.15
SNUPN	ENSG00000169371	70.15
MCM10	ENSG00000065328	69.85
RPS29	ENSG00000213741	69.85
TIPIN	ENSG00000075131	69.85
USP37	ENSG00000135913	69.85
WDR61	ENSG00000140395	69.85
BCLAF1	ENSG00000029363	69.54
CDCA8	ENSG00000134690	69.54
COX17	ENSG00000138495	69.54
CSNK2B	ENSG00000204435	69.54
DCTN6	ENSG00000104671	69.54
GMPPB	ENSG00000173540	69.54
C12orf45	ENSG00000151131	69.23
CPSF6	ENSG00000111605	69.23
GTF2H1	ENSG00000110768	69.23
HIST1H2BE	ENSG00000274290	69.23
TSR1	ENSG00000167721	69.23
ATP6V1F	ENSG00000128524	68.92
COPG1	ENSG00000181789	68.92
DHX36	ENSG00000174953	68.92
GMPS	ENSG00000163655	68.92
RBM8A	ENSG00000265241	68.92
SBNO1	ENSG00000139697	68.92
SRSF11	ENSG00000116754	68.92
VCY	ENSG00000129864	68.92
ATXN10	ENSG00000130638	68.62
DCTN3	ENSG00000137100	68.62
BANP	ENSG00000172530	68.31
CUL3	ENSG00000036257	68.31
DDX27	ENSG00000124228	68.31
GEMIN7	ENSG00000142252	68.31
GTF3C1	ENSG00000077235	68.31
HIST1H2BG	ENSG00000273802	68.31
BUB1B	ENSG00000156970	68.00
PNPT1	ENSG00000138035	68.00
SRPR		68.00
DDX52	ENSG00000278053	67.69
USP10	ENSG00000103194	67.69
HNRNPH1	ENSG00000169045	67.38
MAGOH	ENSG00000162385	67.38
NRBP1	ENSG00000115216	67.38
RPAP3	ENSG00000005175	67.38
SMG6	ENSG00000070366	67.38
TRIAP1	ENSG00000170855	67.38
ALG1	ENSG00000033011	67.08
SMG1	ENSG00000157106	67.08
ZNF830	ENSG00000198783	67.08
AK6	ENSG00000085231	66.77
ARGLU1	ENSG00000134884	66.77
CENPA	ENSG00000115163	66.77
GGTLC1	ENSG00000149435	66.77
HYPK	ENSG00000242028	66.77
INO80	ENSG00000128908	66.77
RPL28	ENSG00000108107	66.77
ATP5A1	ENSG00000152234	66.46
FKBP1A	ENSG00000088832	66.46
LCE2A	ENSG00000187173	66.46
PCF11	ENSG00000165494	66.46
PRMT5	ENSG00000100462	66.46
UBE2D3	ENSG00000109332	66.46
MED18	ENSG00000130772	66.15
PWP1	ENSG00000136045	66.15
TAF1C	ENSG00000103168	66.15
THAP5	ENSG00000177683	66.15
CEBPZ	ENSG00000115816	65.85
CENPI	ENSG00000102384	65.85
DDX59	ENSG00000118197	65.85
EXOSC5	ENSG00000077348	65.85
LSM11	ENSG00000155858	65.85
NAPG	ENSG00000134265	65.85
ELP4	ENSG00000109911	65.54
GEMIN8	ENSG00000046647	65.54
MRPS21	ENSG00000266472	65.54
NFYC	ENSG00000066136	65.54
SKA2	ENSG00000182628	65.54
DDX24	ENSG00000089737	65.23
METTL16	ENSG00000127804	65.23
NOP10	ENSG00000182117	65.23
SLC39A7	ENSG00000112473	65.23
HNRNPU	ENSG00000153187	64.92
ERVW-1		64.62
HDAC3	ENSG00000171720	64.62
MFN2	ENSG00000116688	64.62
NAA20	ENSG00000173418	64.62
NDUFB9	ENSG00000147684	64.62
PPIA	ENSG00000196262	64.62
RABGGTA	ENSG00000100949	64.62
SMARCE1	ENSG00000073584	64.62
SMC5	ENSG00000198887	64.62
SON	ENSG00000159140	64.62
TAF12	ENSG00000120656	64.62
TBCB	ENSG00000105254	64.62
INTS1	ENSG00000164880	64.31
ATP5D	ENSG00000099624	64.00
CRCT1	ENSG00000169509	64.00
DSCR4	ENSG00000184029	64.00
EGR2	ENSG00000122877	64.00
MYBBP1A	ENSG00000132382	64.00
NUP43	ENSG00000120253	64.00
NUP50	ENSG00000093000	64.00
SPCS2	ENSG00000118363	64.00
ATP6V0B	ENSG00000117410	63.69
CIAPIN1	ENSG00000005194	63.69
DBF4	ENSG00000006634	63.69
DDX23	ENSG00000174243	63.69
IK	ENSG00000113141	63.69
ILF2	ENSG00000143621	63.69
ATP6AP2	ENSG00000182220	63.38
AURKA	ENSG00000087586	63.38
NOB1	ENSG00000141101	63.38
NOM1	ENSG00000146909	63.38
SPRTN	ENSG00000010072	63.38
TAF1A	ENSG00000143498	63.38
UTP18	ENSG00000011260	63.38
HMGA1	ENSG00000137309	63.08
LCE2C	ENSG00000187180	63.08
RRP12	ENSG00000052749	63.08
THAP1	ENSG00000131931	63.08
CMPK1	ENSG00000162368	62.77
DNTTIP2	ENSG00000067334	62.77
ILF3	ENSG00000129351	62.77
NDUFC2-KCTD14		62.77
SF3B1	ENSG00000115524	62.77
SPATA5L1	ENSG00000171763	62.77
WBP11	ENSG00000084463	62.77
PPP1R2	ENSG00000184203	62.46
SNF8	ENSG00000159210	62.46
TIMM9	ENSG00000100575	62.46
CRKL	ENSG00000099942	62.15
NCAPH2	ENSG00000025770	62.15
PRAMEF5	ENSG00000270601	62.15
PYROXD1	ENSG00000121350	62.15
RPP30	ENSG00000148688	62.15
SRFBP1	ENSG00000151304	62.15
AKR1B15	ENSG00000227471	61.85
DNAJC8	ENSG00000126698	61.85
EIF3J	ENSG00000104131	61.85
ELP3	ENSG00000134014	61.85
FBL	ENSG00000105202	61.85
RPP21	ENSG00000241370	61.85
SMARCA5	ENSG00000153147	61.85
POTEJ	ENSG00000222038	61.54
SNRPB2	ENSG00000125870	61.54
VDAC1	ENSG00000213585	61.54
HSPA5	ENSG00000044574	61.23
UBR4	ENSG00000127481	61.23
ARPC4	ENSG00000241553	60.92
CLTC	ENSG00000141367	60.92
KIAA0947		60.92
METTL14	ENSG00000145388	60.92
PCYT1A	ENSG00000161217	60.92
RBM19	ENSG00000122965	60.92
SLBP	ENSG00000163950	60.92
SPATA5	ENSG00000145375	60.92
SSX4	ENSG00000268009	60.92
UBE2C	ENSG00000175063	60.92
GTF2F1	ENSG00000125651	60.62
KANSL3	ENSG00000114982	60.62
MED9	ENSG00000141026	60.62
NCAPG2	ENSG00000146918	60.62
RTF1	ENSG00000137815	60.62
SCD	ENSG00000099194	60.62
SMG5	ENSG00000198952	60.62
WDR25	ENSG00000176473	60.62
ARF4	ENSG00000168374	60.31
CHMP4B	ENSG00000101421	60.31
FBXW11	ENSG00000072803	60.31
HAUS2	ENSG00000137814	60.31
KRTAP5-1	ENSG00000205869	60.31
PELP1	ENSG00000141456	60.31
PGD	ENSG00000142657	60.31
NPM1	ENSG00000181163	60.00
TBCA	ENSG00000171530	60.00
UBE2V1	ENSG00000244687	60.00
ATP6AP1	ENSG00000071553	59.69
DHX38	ENSG00000140829	59.69
ZBTB17	ENSG00000116809	59.69
CPSF1	ENSG00000071894	59.38
LCE2D	ENSG00000187223	59.38
RAD1	ENSG00000113456	59.38
SPDYE1	ENSG00000136206	59.38
SUDS3	ENSG00000111707	59.38
WDR1	ENSG00000071127	59.38
ATP1A1	ENSG00000163399	59.08
COX7B	ENSG00000131174	59.08
MAD2L2	ENSG00000116670	59.08
PTPN23	ENSG00000076201	59.08
SYS1	ENSG00000204070	58.77
ACTR6	ENSG00000075089	58.46
DEXI	ENSG00000182108	58.46
DGCR8	ENSG00000128191	58.46
EIF5AL1	ENSG00000253626	58.46
MED10	ENSG00000133398	58.46
NCAPD2	ENSG00000010292	58.46
PPA1	ENSG00000180817	58.46
RAD51C	ENSG00000108384	58.46
TPT1	ENSG00000133112	58.46
DDX39B	ENSG00000198563	58.15
MRPS10	ENSG00000048544	58.15
NUDT4	ENSG00000173598	58.15
OSGEP	ENSG00000092094	58.15
PRPF3	ENSG00000117360	58.15
VMP1	ENSG00000062716	58.15
BUB1	ENSG00000169679	57.85
ECT2	ENSG00000114346	57.85
H2AFJ	ENSG00000246705	57.85
HIST1H2AK	ENSG00000275221	57.85
PABPC1	ENSG00000070756	57.85
RFT1	ENSG00000163933	57.85
RPE	ENSG00000197713	57.85
RPP40	ENSG00000124787	57.85
URB2	ENSG00000135763	57.85
KIF4A	ENSG00000090889	57.54
LDHA	ENSG00000134333	57.54
PRR13	ENSG00000205352	57.54
SLC7A6OS	ENSG00000103061	57.54
TEX10	ENSG00000136891	57.54
EXOC3	ENSG00000180104	57.23
LETM1	ENSG00000168924	57.23
POTEM	ENSG00000222036	57.23
RABL2A	ENSG00000144134	57.23
STRAP	ENSG00000023734	57.23
TAF7	ENSG00000178913	57.23
LIMS3	ENSG00000256977	56.92
NELFCD	ENSG00000101158	56.92
NUBP2	ENSG00000095906	56.92
ZBTB11	ENSG00000066422	56.92
ALG14	ENSG00000172339	56.62
C18orf21	ENSG00000141428	56.62
CNOT7	ENSG00000198791	56.62
HIST1H2AC	ENSG00000180573	56.62
NUFIP1	ENSG00000083635	56.62
OTOP1	ENSG00000163982	56.62
CENPL	ENSG00000120334	56.31
NFS1	ENSG00000244005	56.31
RASA4	ENSG00000105808	56.31
TCOF1	ENSG00000070814	56.31
TGS1	ENSG00000137574	56.31
YTHDC1	ENSG00000083896	56.31
BNIP1	ENSG00000113734	56.00
DAP3	ENSG00000132676	56.00
GEMIN6	ENSG00000152147	56.00
NUP62	ENSG00000213024	56.00
PPIAL4G	ENSG00000236334	56.00
RPTOR	ENSG00000141564	56.00
SNRNP40	ENSG00000060688	56.00
SRRM1	ENSG00000133226	56.00
CHMP3	ENSG00000115561	55.69
DDX6	ENSG00000110367	55.69
GEMIN4	ENSG00000179409	55.69
RPL37	ENSG00000145592	55.69
MRTO4	ENSG00000053372	55.38
TIMM10	ENSG00000134809	55.38
TMA7	ENSG00000232112	55.38
TTI1	ENSG00000101407	55.38
ZC3H8	ENSG00000144161	55.38
ZNRD1	ENSG00000066379	55.38
GRB2	ENSG00000177885	55.08
GRWD1	ENSG00000105447	55.08
KRTAP21-1	ENSG00000187005	55.08
SSX2	ENSG00000241476	55.08
BET1	ENSG00000105829	54.77
EBNA1BP2	ENSG00000117395	54.77
POM121C	ENSG00000272391	54.77
SNAPC5	ENSG00000174446	54.77
WTAP	ENSG00000146457	54.77
BCL2L1	ENSG00000171552	54.46
CIAO1	ENSG00000144021	54.46
GTF3A	ENSG00000122034	54.46
SUPV3L1	ENSG00000156502	54.46
MVK	ENSG00000110921	54.15
SLC25A3	ENSG00000075415	54.15
NOL8	ENSG00000198000	53.85
RPS25	ENSG00000118181	53.85
ATRIP	ENSG00000164053	53.54
CDC40	ENSG00000168438	53.54
DR1	ENSG00000117505	53.54
LRR1	ENSG00000165501	53.54
TTI2	ENSG00000129696	53.54
UBE2NL	ENSG00000276380	53.54
UTP14A	ENSG00000156697	53.54
AP2S1	ENSG00000042753	53.23
NUP54	ENSG00000138750	53.23
SUGP1	ENSG00000105705	53.23
VPS18	ENSG00000104142	53.23
KRTAP4-2	ENSG00000244537	52.92
MRPS14	ENSG00000120333	52.92
NCAPD3	ENSG00000151503	52.92
POTEI	ENSG00000196834	52.92
LAMTOR3	ENSG00000109270	52.62
TFRC	ENSG00000072274	52.62
URB1	ENSG00000142207	52.62
EIF5B	ENSG00000158417	52.31
LIN9	ENSG00000183814	52.31
ADSL	ENSG00000239900	52.00
ADSS	ENSG00000035687	52.00
ARPP19	ENSG00000128989	52.00
DDX5	ENSG00000108654	52.00
POLR3H	ENSG00000100413	52.00
ZNF492	ENSG00000229676	52.00
ACTG1	ENSG00000184009	51.69
AP2M1	ENSG00000161203	51.38
NUP107	ENSG00000111581	51.38
CCND1	ENSG00000110092	51.08
ESF1	ENSG00000089048	51.08
MRPL36	ENSG00000171421	51.08
SRSF10	ENSG00000188529	51.08
UQCRFS1	ENSG00000169021	51.08
EIF1AD	ENSG00000175376	50.77
NUP153	ENSG00000124789	50.77
TMED10	ENSG00000170348	50.77
TRMT5	ENSG00000126814	50.77
CCDC130	ENSG00000104957	50.46
FCGR1B	ENSG00000198019	50.46
IARS2	ENSG00000067704	50.46
C17orf49	ENSG00000258315	50.15
CHMP7	ENSG00000147457	50.15
IKBKAP	ENSG00000070061	50.15
INTS6	ENSG00000102786	50.15
NELFB	ENSG00000188986	50.15
ORC4	ENSG00000115947	50.15
PKM	ENSG00000067225	50.15
PTTG1	ENSG00000164611	50.15
ZWINT	ENSG00000122952	50.15
GAK	ENSG00000178950	49.85
RBM42	ENSG00000126254	49.85
SMARCB1	ENSG00000099956	49.85
COX20	ENSG00000203667	49.54
DDX51	ENSG00000185163	49.54
EIF4G1	ENSG00000114867	49.54
ELP2	ENSG00000134759	49.54
KANSL1	ENSG00000120071	49.54
SLC25A5	ENSG00000005022	49.54
VPS37A	ENSG00000155975	49.54
HSP90B1	ENSG00000166598	49.23
NOC4L	ENSG00000184967	49.23
PRPF4B	ENSG00000112739	49.23
TLK2	ENSG00000146872	49.23
UROD	ENSG00000126088	49.23
NUMA1	ENSG00000137497	48.92
OIP5	ENSG00000104147	48.92
SASS6	ENSG00000156876	48.92
SFSWAP	ENSG00000061936	48.92
VHL	ENSG00000134086	48.92
EAPP	ENSG00000129518	48.62
HNRNPM	ENSG00000099783	48.62
TOMM20	ENSG00000173726	48.62
USP8	ENSG00000138592	48.62
MIS18BP1	ENSG00000129534	48.31
MRPL45	ENSG00000278845	48.31
YPEL5	ENSG00000119801	48.31
YWHAE	ENSG00000108953	48.31
HSCB	ENSG00000100209	48.00
MED26	ENSG00000105085	48.00
PFDN1	ENSG00000113068	48.00
PNISR	ENSG00000132424	48.00
TUBG2	ENSG00000037042	48.00
ACIN1	ENSG00000100813	47.69
CDCA5	ENSG00000146670	47.69
GTF3C3	ENSG00000119041	47.69
NELFA	ENSG00000185049	47.69
NFYB	ENSG00000120837	47.69
SLC25A38	ENSG00000144659	47.69
THG1L	ENSG00000113272	47.69
TMEM258	ENSG00000134825	47.69
CEP192	ENSG00000101639	47.38
DNAJC9	ENSG00000213551	47.38
INTS5	ENSG00000185085	47.38
NDUFA4	ENSG00000189043	47.38
PPP1CA	ENSG00000172531	47.38
SMS	ENSG00000102172	47.38
SNAP23	ENSG00000092531	47.38
UBA6	ENSG00000033178	47.38
USP7	ENSG00000187555	47.38
WDR46	ENSG00000227057	47.38
YY1	ENSG00000100811	47.38
ACTB	ENSG00000075624	47.08
FAR2	ENSG00000064763	47.08
SUGT1	ENSG00000165416	47.08
SART1	ENSG00000175467	46.77
DDX3X	ENSG00000215301	46.46
GTF3C4	ENSG00000125484	46.46
NDUFAB1	ENSG00000004779	46.46
TELO2	ENSG00000100726	46.46
ANLN	ENSG00000011426	46.15
ATP5F1	ENSG00000116459	46.15
CCNB1	ENSG00000134057	46.15
FECH	ENSG00000066926	46.15
METAP1	ENSG00000164024	46.15
UBE2N	ENSG00000177889	46.15
WDR7	ENSG00000091157	46.15
BUD13	ENSG00000137656	45.85
GTF2H2	ENSG00000145736	45.85
NDOR1	ENSG00000188566	45.85
ZMAT5	ENSG00000100319	45.85
COG3	ENSG00000136152	45.54
DDX11	ENSG00000013573	45.54
EEF1G	ENSG00000254772	45.54
FNTB	ENSG00000257365	45.54
NDNL2		45.54
PFN1	ENSG00000108518	45.54
RPN2	ENSG00000118705	45.54
TAF2	ENSG00000064313	45.54
XRN1	ENSG00000114127	45.54
ARFRP1	ENSG00000101246	45.23
CCDC58	ENSG00000160124	45.23
CNOT1	ENSG00000125107	45.23
FTSJ3	ENSG00000108592	45.23
IPO7	ENSG00000205339	45.23
POLR1E	ENSG00000137054	45.23
VCX2	ENSG00000177504	45.23
HUWE1	ENSG00000086758	44.92
NAA25	ENSG00000111300	44.92
OSBP	ENSG00000110048	44.92
PPP1R15B	ENSG00000158615	44.92
RFC1	ENSG00000035928	44.92
RTEL1	ENSG00000258366	44.92
TIMM23	ENSG00000265354	44.92
ZNF705D	ENSG00000215343	44.92
ATP5C1	ENSG00000165629	44.62
USP36	ENSG00000055483	44.62
MMS19	ENSG00000155229	44.31
RPN1	ENSG00000163902	44.31
SRP72	ENSG00000174780	44.31
INTS12	ENSG00000138785	44.00
MED29	ENSG00000063322	44.00
ACTR3	ENSG00000115091	43.69
GLTSCR2	ENSG00000105373	43.69
GTF3C5	ENSG00000148308	43.69
ISCA1	ENSG00000135070	43.69
MCTS1	ENSG00000232119	43.69
RTCB	ENSG00000100220	43.69
SNRPC	ENSG00000124562	43.69
CCDC23		43.38
CMC1	ENSG00000187118	43.38
DROSHA	ENSG00000113360	43.38
GABPB1	ENSG00000104064	43.38
LLPH	ENSG00000139233	43.38
MBTPS1	ENSG00000140943	43.38
BTAF1	ENSG00000095564	43.08
MRPS5	ENSG00000144029	43.08
NOP9	ENSG00000196943	43.08
TPRKB	ENSG00000144034	43.08
ALG13	ENSG00000101901	42.77
ARPC3	ENSG00000111229	42.77
HIST1H2AH	ENSG00000274997	42.77
SKA3	ENSG00000165480	42.77
TDGF1	ENSG00000241186	42.77
ADAR	ENSG00000160710	42.46
ATP5H	ENSG00000167863	42.46
ATP5O	ENSG00000241837	42.46
DPY30	ENSG00000162961	42.46
GPX4	ENSG00000167468	42.46
LAGE3	ENSG00000196976	42.46
MLST8	ENSG00000167965	42.46
ORC5	ENSG00000164815	42.46
PAF1	ENSG00000006712	42.46
PSMC5	ENSG00000087191	42.46
PTMS	ENSG00000159335	42.46
SCGB1C1	ENSG00000188076	42.46
SUPT4H1	ENSG00000213246	42.46
TRPM7	ENSG00000092439	42.46
BORA	ENSG00000136122	42.15
DNMT1	ENSG00000130816	42.15
HGS	ENSG00000185359	42.15
MRPL41	ENSG00000182154	42.15
SCAP	ENSG00000114650	42.15
AP1S2	ENSG00000182287	41.85
HSPD1	ENSG00000144381	41.85
NACA	ENSG00000196531	41.85
RNF103-CHMP3		41.85
ACTR1A	ENSG00000138107	41.54
CCAR1	ENSG00000060339	41.54
IDI1	ENSG00000067064	41.54
MRGBP	ENSG00000101189	41.54
NSMCE2	ENSG00000156831	41.54
PIK3CA	ENSG00000121879	41.54
CTU1	ENSG00000142544	41.23
HEPN1	ENSG00000221932	41.23
ISY1-RAB43		41.23
KRTAP5-8	ENSG00000241233	41.23
RNF4	ENSG00000063978	41.23
UBE2S	ENSG00000108106	41.23
ATP5B	ENSG00000110955	40.92
DIS3	ENSG00000083520	40.92
MRPL10	ENSG00000159111	40.92
ZMAT2	ENSG00000146007	40.92
CCDC174	ENSG00000154781	40.62
MRPL17	ENSG00000158042	40.62
ZC3H13	ENSG00000123200	40.62
NBAS	ENSG00000151779	40.31
PELO	ENSG00000152684	40.31
POLR1D	ENSG00000186184	40.31
RPS19BP1	ENSG00000187051	40.31
NOTCH2NL	ENSG00000264343	40.00
UQCRH	ENSG00000173660	40.00
WDR92	ENSG00000243667	40.00
ARHGAP11A	ENSG00000198826	39.69
DHX33	ENSG00000005100	39.69
TFDP1	ENSG00000198176	39.69
CCDC84	ENSG00000186166	39.38
DHPS	ENSG00000095059	39.38
OGDH	ENSG00000105953	39.38
PRAC1	ENSG00000159182	39.38
RGPD2	ENSG00000185304	39.38
SUCLA2	ENSG00000136143	39.38
WBP1	ENSG00000239779	39.38
CCDC86	ENSG00000110104	39.08
CDK2	ENSG00000123374	39.08
DNAJA1	ENSG00000086061	39.08
EIF4G2	ENSG00000110321	39.08
ELP5	ENSG00000170291	39.08
MYH9	ENSG00000100345	39.08
PPIL1	ENSG00000137168	39.08
RRAGA	ENSG00000155876	39.08
UQCRQ	ENSG00000164405	39.08
DPAGT1	ENSG00000172269	38.77
PSMD8	ENSG00000099341	38.77
TRIM37	ENSG00000108395	38.77
CYCS	ENSG00000172115	38.46
PA2G4	ENSG00000170515	38.46
PPP2CA	ENSG00000113575	38.46
RPAIN	ENSG00000129197	38.46
SRPRB	ENSG00000144867	38.46
WNK1	ENSG00000060237	38.46
ASH2L	ENSG00000129691	38.15
CMTR1	ENSG00000137200	38.15
KRTAP4-8	ENSG00000204880	38.15
MBTPS2	ENSG00000012174	38.15
TFAM	ENSG00000108064	38.15
GMNN	ENSG00000112312	37.85
GTF2IRD2B	ENSG00000174428	37.85
ING3	ENSG00000071243	37.85
LSM10	ENSG00000181817	37.85
MED12	ENSG00000184634	37.85
MRPL43	ENSG00000055950	37.85
PGAM1	ENSG00000171314	37.85
AMD1	ENSG00000123505	37.54
ARPC2	ENSG00000163466	37.54
NHLRC2	ENSG00000196865	37.54
SHQ1	ENSG00000144736	37.54
BARD1	ENSG00000138376	37.23
EMC7	ENSG00000134153	37.23
FAM91A1	ENSG00000176853	37.23
TSEN2	ENSG00000154743	37.23
CSTF1	ENSG00000101138	36.92
DNAJC11	ENSG00000007923	36.92
DNM1L	ENSG00000087470	36.92
PPIE	ENSG00000084072	36.92
SLC4A7	ENSG00000033867	36.92
SOD2	ENSG00000112096	36.92
TRAPPC13	ENSG00000113597	36.92
BTF3	ENSG00000145741	36.62
GFER	ENSG00000127554	36.62
NSMCE4A	ENSG00000107672	36.62
PFDN5	ENSG00000123349	36.62
ZNHIT6	ENSG00000117174	36.62
C16orf80		36.31
C1orf109	ENSG00000116922	36.31
KIF14	ENSG00000118193	36.31
MARS2	ENSG00000247626	36.31
